confidenceRank	structurePerIdRank	formulaRank	#adducts	#predictedFPs	ConfidenceScore	CSI:FingerIDScore	ZodiacScore	SiriusScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	id	featureId
137	1	1	2	2	0.3866366584890201	-3.7431394676710963	0.9999999999999999	65.96733812288848	C10H10O4	[M - H2O + H]+	KSEBMYQBYZTDHS	InChI=1S/C10H10O4/c1-14-9-6-7(2-4-8(9)11)3-5-10(12)13/h2-6,11H,1H3,(H,12,13)	ferulate	COC1=C(C=CC(=C1)C=CC(=O)O)O	1.3799032	709;1548883;445858;10262057;11310152;16109944;45039253;54691413;54710368;54730542;57369490;71311006;90887593;117064991;131871184	HMDB:(954 125096);PubChem class - food;SuperNatural:(SN00013826 SN00227139 SN00253517 SN00000975);ZINC bio:(ZINC00058258 ZINC06004762);additional;HSDB:(1135-24-6);MeSH:(445858);Plantcyc:(FERULIC-ACID IMINO-GROUP);PubMed;NORMAN:(NS00006133);COCONUT:(CNP0076256 CNP0082116 CNP0304940);KNApSAcK:(34325);Natural Products:(UNPD23140 UNPD12047 UNPD142498 UNPD215998);PubChem:(709 1548883 445858 10262057 11310152 16109944 45039253 54691413 54710368 54730542 57369490 71311006 90887593 117064991 131871184);CHEBI:(76117 17620 29749);PubChem class - bio and metabolites;EcoCyc Mine;KEGG:(C01494);PubChem class - safety and toxic;YMDB:(1325);Training Set;PubChem class - drug;Biocyc:(FERULIC-ACID)	17435716478	177.05465	224.05	450_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_486	486
138	1	1	1	2	0.3859613590746264	-153.9246010917349	0.9994974874371858	137.44516797965565	C17H33NO10	[M + H]+	CAEDWHXKVRBMQP	InChI=1S/C17H33NO10/c1-8-10(20)12(22)13(23)17(26-8)28-15-11(21)9(7-19)27-16(14(15)24)25-6-4-2-3-5-18/h8-17,19-24H,2-7,18H2,1H3	null	CC1C(C(C(C(O1)OC2C(C(OC(C2O)OCCCCCN)CO)O)O)O)O	-3.0	71816584	PubChem:(71816584);CHEBI:(131885)	34	412.21783	177.87	302_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_329	329
139	1	1	2	4	0.3844949691678451	-161.04026466925393	0.9371859296482413	64.26582488656253	C36H65NO13	[M - H2O + H]+	TXOOBKBDBNRQCF	InChI=1S/C36H65NO13/c1-13-24-36(10,44)29(40)19(4)26(38)17(2)15-34(8,43)31(50-33-27(39)23(37-11)14-18(3)46-33)20(5)28(21(6)32(42)48-24)49-25-16-35(9,45-12)30(41)22(7)47-25/h17-25,27-31,33,37,39-41,43-44H,13-16H2,1-12H3	Demethylerythromycin	CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)NC)O)(C)O)C)C)O)(C)O	2.24700522	102534;6426641;10010092;11028952;45038799;117066024;125036071;125036072;125036073;125036074;133268475;133587255;131888576;134990654;139311705	COCONUT:(CNP0197250);PubChem:(102534 6426641 10010092 11028952 45038799 117066024 125036071 125036072 125036073 125036074 133268475 133587255 131888576 134990654 139311705);additional;PubChem class - safety and toxic;Training Set;PubMed;KEGG Mine	8659681346	702.44133	490.6	601_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_678	678
140	1	1	2	2	0.3831924482676808	-5.514678801568229	0.9999999999999999	38.49734214674616	C9H8O3	[M - H2O + H]+	NGSWKAQJJWESNS	InChI=1S/C9H8O3/c10-8-4-1-7(2-5-8)3-6-9(11)12/h1-6,10H,(H,11,12)	coumarate	C1=CC(=CC=C1C=CC(=O)O)O	1.39296985	322;1549106;637542;11116469;16109932;54708745;54721280;54729371;71310960;117064649;124202750;131708669;131871182	HMDB:(2035 30677 128076);SuperNatural:(SN00157333 SN00000381 SN00248047 SN00397780);ZINC bio:(ZINC00039811 ZINC04632590);additional;MeSH:(637542);Plantcyc:(COUMARATE);PubMed;NORMAN:(NS00004354);COCONUT:(CNP0255341 CNP0359225);KNApSAcK:(580);Natural Products:(UNPD19621 UNPD96408 UNPD212098);PubChem:(322 1549106 637542 11116469 16109932 54708745 54721280 54729371 71310960 117064649 124202750 131708669 131871182);CHEBI:(32374 58152 12876 36090 32373 17450);PubChem class - bio and metabolites;EcoCyc Mine;KEGG:(C06738 C00811);PubChem class - safety and toxic;YMDB:(498);Training Set;Biocyc:(CIS-P-COUMARATE COUMARATE CPD1UA-13)	17267943806	147.04407	180.01	311_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_338	338
141	1	1	2	2	0.38198874086974316	-100.6013574940388	0.9999999999999999	71.85494538143821	C14H18O5	[M - H2O + H]+	RUDVTXZKYPJLFH	InChI=1S/C14H18O5/c1-18-11(15)8-7-10-12(16)13(17)14(19-10)9-5-3-2-4-6-9/h2-6,10,12-14,16-17H,7-8H2,1H3	(+)-Goniothalesdiol	COC(=O)CCC1C(C(C(O1)C2=CC=CC=C2)O)O	0.400000006	10061436;11694629;11108280;11207838;52195764;52195765;53393984;124930858;135037786	COCONUT:(CNP0214006);Natural Products:(UNPD143737);PubChem:(10061436 11694629 11108280 11207838 52195764 52195765 53393984 124930858 135037786);SuperNatural:(SN00371450);ZINC bio:(ZINC15262972 ZINC15262974);additional;Training Set	3727362	249.11224	197.99	364_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_393	393
142	1	1	2	2	0.38042600936941734	-5.52544334516307	0.9999999999999999	38.98656106264423	C9H8O3	[M - H2O + H]+	NGSWKAQJJWESNS	InChI=1S/C9H8O3/c10-8-4-1-7(2-5-8)3-6-9(11)12/h1-6,10H,(H,11,12)	coumarate	C1=CC(=CC=C1C=CC(=O)O)O	1.39296985	322;1549106;637542;11116469;16109932;54708745;54721280;54729371;71310960;117064649;124202750;131708669;131871182	HMDB:(2035 30677 128076);SuperNatural:(SN00157333 SN00000381 SN00248047 SN00397780);ZINC bio:(ZINC00039811 ZINC04632590);additional;MeSH:(637542);Plantcyc:(COUMARATE);PubMed;NORMAN:(NS00004354);COCONUT:(CNP0255341 CNP0359225);KNApSAcK:(580);Natural Products:(UNPD19621 UNPD96408 UNPD212098);PubChem:(322 1549106 637542 11116469 16109932 54708745 54721280 54729371 71310960 117064649 124202750 131708669 131871182);CHEBI:(32374 58152 12876 36090 32373 17450);PubChem class - bio and metabolites;EcoCyc Mine;KEGG:(C06738 C00811);PubChem class - safety and toxic;YMDB:(498);Training Set;Biocyc:(CIS-P-COUMARATE COUMARATE CPD1UA-13)	17267943806	147.04401	193.35	355_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_384	384
143	1	1	2	2	0.38018832892980126	-34.760866750351106	0.9999999999999999	65.28818013435891	C15H18O9	[M - H2O + H]+	WQSDYZZEIBAPIN	InChI=1S/C15H18O9/c16-6-10-12(20)13(21)14(22)15(23-10)24-11(19)4-2-7-1-3-8(17)9(18)5-7/h1-5,10,12-18,20-22H,6H2	1-Caffeoyl-beta-D-glucose	C1=CC(=C(C=C1C=CC(=O)OC2C(C(C(C(O2)CO)O)O)O)O)O	-0.600000024	442778;4484225;6124135;5281761;11674551;50906161;54444762;89716735;89718972;123969668;129848204	HMDB:(36937);SuperNatural:(SN00368000 SN00143294);Plantcyc:(CPD-16550);PubMed;COCONUT:(CNP0201883);KNApSAcK:(2718);Natural Products:(UNPD21429 UNPD44792 UNPD211394 UNPD215989);PubChem:(442778 4484225 6124135 5281761 11674551 50906161 54444762 89716735 89718972 123969668 129848204);CHEBI:(614);PubChem class - bio and metabolites;KEGG:(C10433);Biocyc:(CPD-16550)	20089210	325.09167	178.62	308_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_335	335
144	1	1	1	3	0.3795491703401657	-89.24630667533705	0.9804020100502514	11.65989461443204	C17H26O9	[M + Na]+	NBCWSGSBMHILQP	InChI=1S/C17H26O9/c1-23-10-6-9(4-3-5-18)7-11(24-2)16(10)26-17-15(22)14(21)13(20)12(8-19)25-17/h6-7,12-15,17-22H,3-5,8H2,1-2H3	Dihydrosyringin	COC1=CC(=CC(=C1OC2C(C(C(C(O2)CO)O)O)O)OC)CCCO	0.0539437234	69086672;71720642	COCONUT:(CNP0103261);KNApSAcK:(31751);Natural Products:(UNPD49838);PubChem:(69086672 71720642);SuperNatural:(SN00246445);PubMed;KEGG Mine	8593113170	397.14732	144.61	218_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_230	230
145	1	1	2	2	0.3789899704586371	-53.26039155797698	0.9999999999999999	132.33805206567556	C9H14O4	[M - H2O + H]+	JAAFNWYGLROOGI	InChI=1S/C9H14O4/c1-5(10)3-7-4-8(6(2)11)13-9(7)12/h4-6,8,10-11H,3H2,1-2H3	null	CC(CC1=CC(OC1=O)C(C)O)O	0.0	24094117;38351276;38351280;38351285;38351290;98597890;98597892	COCONUT:(CNP0087349);PubChem:(24094117 38351276 38351280 38351285 38351290 98597890 98597892);SuperNatural:(SN00028897 SN00028894 SN00028896 SN00028895);ZINC bio:(ZINC31159036 ZINC31159040 ZINC31159044 ZINC31159048);additional;Training Set	3694594	169.08586	109.76	154_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_166	166
146	1	1	1	3	0.370622207503218	-215.77154579136996	0.9793969849246232	80.14761999126196	C18H21N5O6	[M + H]+	MAHRHYMNNHGPDX	InChI=1S/C18H21N5O6/c24-6-11-13(26)14(27)15(28)18(29-11)23-8-22-12-16(20-7-21-17(12)23)19-5-9-3-1-2-4-10(9)25/h1-4,7-8,11,13-15,18,24-28H,5-6H2,(H,19,20,21)	(2R,3S,4S,5R,6R)-2-(hydroxymethyl)-6-[6-[(2-hydroxyphenyl)methylamino]purin-9-yl]oxane-3,4,5-triol	C1=CC=C(C(=C1)CNC2=C3C(=NC=N2)N(C=N3)C4C(C(C(C(O4)CO)O)O)O)O	-0.701404154	11640002	COCONUT:(CNP0298131);Natural Products:(UNPD53929);PubChem:(11640002);SuperNatural:(SN00260272)	3178498	404.15608	155.72	243_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_259	259
147	1	1	2	2	0.36705928668028726	-5.623552446774737	0.9999999999999999	78.85646461337154	C10H10O4	[M + H]+	KSEBMYQBYZTDHS	InChI=1S/C10H10O4/c1-14-9-6-7(2-4-8(9)11)3-5-10(12)13/h2-6,11H,1H3,(H,12,13)	ferulate	COC1=C(C=CC(=C1)C=CC(=O)O)O	1.3799032	709;1548883;445858;10262057;11310152;16109944;45039253;54691413;54710368;54730542;57369490;71311006;90887593;117064991;131871184	HMDB:(954 125096);PubChem class - food;SuperNatural:(SN00013826 SN00227139 SN00253517 SN00000975);ZINC bio:(ZINC00058258 ZINC06004762);additional;HSDB:(1135-24-6);MeSH:(445858);Plantcyc:(FERULIC-ACID IMINO-GROUP);PubMed;NORMAN:(NS00006133);COCONUT:(CNP0076256 CNP0082116 CNP0304940);KNApSAcK:(34325);Natural Products:(UNPD23140 UNPD12047 UNPD142498 UNPD215998);PubChem:(709 1548883 445858 10262057 11310152 16109944 45039253 54691413 54710368 54730542 57369490 71311006 90887593 117064991 131871184);CHEBI:(76117 17620 29749);PubChem class - bio and metabolites;EcoCyc Mine;KEGG:(C01494);PubChem class - safety and toxic;YMDB:(1325);Training Set;PubChem class - drug;Biocyc:(FERULIC-ACID)	17435716478	195.0653	210.02	410_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_443	443
148	1	1	1	4	0.36572727770885144	-345.333552046821	0.9874371859296484	72.60725011679101	C19H39NO10	[M + H]+	YLKOHZCQTVYVDB	InChI=1S/C19H39NO10/c20-2-4-24-6-8-26-10-12-28-14-16-30-18-17-29-15-13-27-11-9-25-7-5-23-3-1-19(21)22/h1-18,20H2,(H,21,22)	AmbotzPEG1380	C(COCCOCCOCCOCCOCCOCCOCCOCCN)C(=O)O	-4.69999981	51340929	PubChem:(51340929);PubChem class - safety and toxic	67108866	442.26517	251.69	509_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_558	558
149	1	1	2	2	0.36545351549892746	-163.43949587891163	0.9999999999999999	102.018189095358	C20H29NO11	[M + H]+	FFFJTYFSJLXDJC	InChI=1S/C20H29NO11/c1-8-13(24)18(32-19-16(27)15(26)14(25)11(7-22)31-19)17(28)20(29-8)30-10-4-2-9(3-5-10)6-12(21)23/h2-5,8,11,13-20,22,24-28H,6-7H2,1H3,(H2,21,23)	null	CC1C(C(C(C(O1)OC2=CC=C(C=C2)CC(=O)N)O)OC3C(C(C(C(O3)CO)O)O)O)O	-2.04608107	101794624	MeSH:(101794624);PubChem:(101794624);PubMed	70	460.18146	192.51	351_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_380	380
150	1	1	1	1	0.3653609271375655	-44.3228328102833	0.9999999999999999	3036.6539017760115	C26H50NO7P	[M + H]+	LSUXCWJOIAWGOU	InChI=1S/C26H50NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-26(29)34-25(23-28)24-33-35(30,31)32-22-21-27(2,3)4/h9-10,12-13,25,28H,5-8,11,14-24H2,1-4H3/p+1	2-18:2(9Z,12Z)-lysoPC	CCCCCC=CCC=CCCCCCCCC(=O)OC(CO)COP(=O)(O)OCC[N+](C)(C)C	5.0999999	11005822;11005823;24039329;24871190;54050940;71768169;71768170;87523354;87523355;131770476;131770477	COCONUT:(CNP0419968);HMDB:(62711);PubChem:(11005822 11005823 24039329 24871190 54050940 71768169 71768170 87523354 87523355 131770476 131770477);YMDB Mine;CHEBI:(76084);Training Set;PubMed	34361852010	520.33995	448.96	593_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_660	660
151	1	1	2	2	0.361849572036078	-5.097894586482658	0.9999999999999999	72.95992874543705	C10H10O4	[M + H]+	KSEBMYQBYZTDHS	InChI=1S/C10H10O4/c1-14-9-6-7(2-4-8(9)11)3-5-10(12)13/h2-6,11H,1H3,(H,12,13)	ferulate	COC1=C(C=CC(=C1)C=CC(=O)O)O	1.3799032	709;1548883;445858;10262057;11310152;16109944;45039253;54691413;54710368;54730542;57369490;71311006;90887593;117064991;131871184	HMDB:(954 125096);PubChem class - food;SuperNatural:(SN00013826 SN00227139 SN00253517 SN00000975);ZINC bio:(ZINC00058258 ZINC06004762);additional;HSDB:(1135-24-6);MeSH:(445858);Plantcyc:(FERULIC-ACID IMINO-GROUP);PubMed;NORMAN:(NS00006133);COCONUT:(CNP0076256 CNP0082116 CNP0304940);KNApSAcK:(34325);Natural Products:(UNPD23140 UNPD12047 UNPD142498 UNPD215998);PubChem:(709 1548883 445858 10262057 11310152 16109944 45039253 54691413 54710368 54730542 57369490 71311006 90887593 117064991 131871184);CHEBI:(76117 17620 29749);PubChem class - bio and metabolites;EcoCyc Mine;KEGG:(C01494);PubChem class - safety and toxic;YMDB:(1325);Training Set;PubChem class - drug;Biocyc:(FERULIC-ACID)	17435716478	195.06526	186.73	327_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_354	354
152	1	1	2	2	0.3592564663568291	-48.723808138707966	0.9999999999999999	91.78370001928894	C6H13NO2	[M + H]+	UTJLXEIPEHZYQJ	InChI=1S/C6H13NO2/c1-5(6(8)9)3-2-4-7/h5H,2-4,7H2,1H3,(H,8,9)	Pentanoic acid, 5-amino-2-methyl-	CC(CCCN)C(=O)O	-2.20000005	19904999;55284073;97053182	COCONUT:(CNP0300742);Natural Products:(UNPD56788);PubChem:(19904999 55284073 97053182);SuperNatural:(SN00357405);EcoCyc Mine;KEGG Mine	25772982274	132.10192	38.77	41_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_44	44
153	1	1	1	2	0.3561751607564841	-4.726293084607976	0.9999999999999999	76.61320564066831	C7H19N3	[M + H]+	ATHGHQPFGPMSJY	InChI=1S/C7H19N3/c8-4-1-2-6-10-7-3-5-9/h10H,1-9H2	Spermidin	C(CCNCCCN)CN	-1.0	1102;6992097;10845260;71310763;71311068;90469747;101602097;102033574;102033576;101741870;101741871;101741872;101756247;101756248;119077440;119078111;119078112;129710117;131872266;139024997;138454344	HMDB:(1257);SuperNatural:(SN00307214 SN00002231);ZINC bio:(ZINC01532612);additional;MeSH:(1102);Plantcyc:(SPERMIDINE);PubMed;NORMAN:(NS00014635);COCONUT:(CNP0187744 CNP0279184);KNApSAcK:(1431);Natural Products:(UNPD179137);PubChem:(1102 6992097 10845260 71310763 71311068 90469747 101602097 102033574 102033576 101741870 101741871 101741872 101756247 101756248 119077440 119078111 119078112 129710117 131872266 139024997 138454344);CHEBI:(16610 57834);PubChem class - bio and metabolites;KEGG:(C00315);PubChem class - safety and toxic;YMDB:(232);PubChem class - drug;Biocyc:(SMA-0000314 SPERMIDINE)	121612670	146.16504	42.34	53_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_56	56
154	1	1	2	2	0.35437274453461026	-4.394423667884999	0.9999999999999999	70.24737129181436	C10H10O4	[M + H]+	KSEBMYQBYZTDHS	InChI=1S/C10H10O4/c1-14-9-6-7(2-4-8(9)11)3-5-10(12)13/h2-6,11H,1H3,(H,12,13)	ferulate	COC1=C(C=CC(=C1)C=CC(=O)O)O	1.3799032	709;1548883;445858;10262057;11310152;16109944;45039253;54691413;54710368;54730542;57369490;71311006;90887593;117064991;131871184	HMDB:(954 125096);PubChem class - food;SuperNatural:(SN00013826 SN00227139 SN00253517 SN00000975);ZINC bio:(ZINC00058258 ZINC06004762);additional;HSDB:(1135-24-6);MeSH:(445858);Plantcyc:(FERULIC-ACID IMINO-GROUP);PubMed;NORMAN:(NS00006133);COCONUT:(CNP0076256 CNP0082116 CNP0304940);KNApSAcK:(34325);Natural Products:(UNPD23140 UNPD12047 UNPD142498 UNPD215998);PubChem:(709 1548883 445858 10262057 11310152 16109944 45039253 54691413 54710368 54730542 57369490 71311006 90887593 117064991 131871184);CHEBI:(76117 17620 29749);PubChem class - bio and metabolites;EcoCyc Mine;KEGG:(C01494);PubChem class - safety and toxic;YMDB:(1325);Training Set;PubChem class - drug;Biocyc:(FERULIC-ACID)	17435716478	195.06543	151.63	227_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_239	239
155	1	1	1	2	0.3530794541947999	-2.8904438751764654	0.9999999999999999	37.68897799511399	C18H39NO3	[M + H]+	AERBNCYCJBRYDG	InChI=1S/C18H39NO3/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-17(21)18(22)16(19)15-20/h16-18,20-22H,2-15,19H2,1H3	phytosphingosine	CCCCCCCCCCCCCCC(C(C(CO)N)O)O	4.5999999	122121;248575;12314234;10892490;10892491;11544231;10936149;11688287;11099168;11290089;15971470;56927898;58312003;71357922;89371037;100977523;123143330;129630743;131698681	HMDB:(4610);SuperNatural:(SN00316775 SN00355444 SN00240284);ZINC bio:(ZINC08437018 ZINC59066904);additional;MeSH:(122121 10892491 11099168 11544231);Plantcyc:(MONO-VINYL-PROTOCHLOROPHYLLIDE-A PHYTOSPINGOSINE);PubMed;NORMAN:(NS00009822);COCONUT:(CNP0274802);KNApSAcK:(7543);Natural Products:(UNPD168973 UNPD74655 UNPD186473);PubChem:(122121 248575 12314234 10892490 10892491 11544231 10936149 11688287 11099168 11290089 15971470 56927898 58312003 71357922 89371037 100977523 123143330 129630743 131698681);CHEBI:(64124 73479 46961);PubChem class - bio and metabolites;KEGG:(C12144);PubChem class - safety and toxic;YMDB:(1101 285);Training Set;Biocyc:(PHYTOSPINGOSINE)	88074622	318.30168	398.87	570_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_635	635
156	1	1	2	2	0.3517424140954185	-33.49469737442815	0.9999999999999999	79.8306426813931	C15H18O9	[M - H2O + H]+	WQSDYZZEIBAPIN	InChI=1S/C15H18O9/c16-6-10-12(20)13(21)14(22)15(23-10)24-11(19)4-2-7-1-3-8(17)9(18)5-7/h1-5,10,12-18,20-22H,6H2	1-Caffeoyl-beta-D-glucose	C1=CC(=C(C=C1C=CC(=O)OC2C(C(C(C(O2)CO)O)O)O)O)O	-0.600000024	442778;4484225;6124135;5281761;11674551;50906161;54444762;89716735;89718972;123969668;129848204	HMDB:(36937);SuperNatural:(SN00368000 SN00143294);Plantcyc:(CPD-16550);PubMed;COCONUT:(CNP0201883);KNApSAcK:(2718);Natural Products:(UNPD21429 UNPD44792 UNPD211394 UNPD215989);PubChem:(442778 4484225 6124135 5281761 11674551 50906161 54444762 89716735 89718972 123969668 129848204);CHEBI:(614);PubChem class - bio and metabolites;KEGG:(C10433);Biocyc:(CPD-16550)	20089210	325.09173	199.26	368_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_397	397
157	1	1	2	4	0.3502710449747246	-123.03247289869064	0.9894472361809047	58.68284828951253	C15H23NO9	[M - H2O + H]+	SDYUFOBSNZFKRM	InChI=1S/C15H23NO9/c1-23-14-7(18)4-8(6(2-3-16)10(14)19)24-15-13(22)12(21)11(20)9(5-17)25-15/h2,7-15,17-22H,4-5H2,1H3	2-(Cyanomethylene)-3,5-dihydroxy-4-methoxycyclohexyl)-.beta.-glucoside	COC1C(CC(C(=CC#N)C1O)OC2C(C(C(C(O2)CO)O)O)O)O	-3.79999995	5375609;10248022;101077118;101948147	COCONUT:(CNP0268492);HMDB:(41208);Natural Products:(UNPD14191);PubChem:(5375609 10248022 101077118 101948147);PubChem class - bio and metabolites	18907146	344.13422	141.89	209_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_221	221
158	1	1	1	4	0.35026732788678916	-134.665034119106	0.9673366834170855	133.38121008609707	C17H33NO10	[M + H]+	CAEDWHXKVRBMQP	InChI=1S/C17H33NO10/c1-8-10(20)12(22)13(23)17(26-8)28-15-11(21)9(7-19)27-16(14(15)24)25-6-4-2-3-5-18/h8-17,19-24H,2-7,18H2,1H3	null	CC1C(C(C(C(O1)OC2C(C(OC(C2O)OCCCCCN)CO)O)O)O)O	-3.0	71816584	PubChem:(71816584);CHEBI:(131885)	34	412.21789	183.21	320_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_347	347
159	1	4	2	6	0.3490726127862447	-225.77935538369715	0.0457286432160804	53.72911212936955	C27H32O12	[M - H2O + H]+	OMQYRPLKROLHII	InChI=1S/C27H32O12/c1-5-6-14-9-18(36-4)23(30)19(12-14)38-27-26(33)25(32)24(31)20(39-27)13-37-21(28)8-7-15-10-16(34-2)22(29)17(11-15)35-3/h5,7-12,20,24-27,29-33H,1,6,13H2,2-4H3	null	COC1=CC(=CC(=C1O)OC)C=CC(=O)OCC2C(C(C(C(O2)OC3=CC(=CC(=C3O)OC)CC=C)O)O)O	2.0999999	24879405	COCONUT:(CNP0103816);Natural Products:(UNPD48302);PubChem:(24879405);SuperNatural:(SN00335608);PubMed	3178562	531.18208	87.64	91_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_96	96
160	1	1	1	4	0.34775868083517425	-124.50807440978016	0.4381909547738694	12.087986861761399	C31H40O16	[M + Na]+	VKUXVDUAEAQCSK	InChI=1S/C31H40O16/c1-41-19-7-4-16(11-18(19)35)9-10-43-30-27(40)29(47-31-26(39)25(38)24(37)21(13-32)44-31)28(22(14-33)45-30)46-23(36)8-5-15-3-6-17(34)20(12-15)42-2/h3-8,11-12,21-22,24-35,37-40H,9-10,13-14H2,1-2H3	null	COC1=C(C=C(C=C1)CCOC2C(C(C(C(O2)CO)OC(=O)C=CC3=CC(=C(C=C3)O)OC)OC4C(C(C(C(O4)CO)O)O)O)O)O	-0.400000006	91884993;124222271;132587020	COCONUT:(CNP0255777);KNApSAcK:(31850);Natural Products:(UNPD167153);PubChem:(91884993 124222271 132587020);SuperNatural:(SN00251824)	3178514	691.2209	212.29	422_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_455	455
161	1	1	2	4	0.3471494410292083	-16.798194499114587	0.9864321608040203	27.1225918301587	C31H40O15	[M + H]+	RLGRBYHBNWLGER	InChI=1S/C31H40O15/c1-15-24(36)25(37)26(38)31(43-15)46-29-27(39)30(42-11-10-17-5-8-19(34)21(13-17)41-3)44-22(14-32)28(29)45-23(35)9-6-16-4-7-18(33)20(12-16)40-2/h4-9,12-13,15,22,24-34,36-39H,10-11,14H2,1-3H3	Cistanoside D	CC1C(C(C(C(O1)OC2C(C(OC(C2OC(=O)C=CC3=CC(=C(C=C3)O)OC)CO)OCCC4=CC(=C(C=C4)O)OC)O)O)O)O	0.100000001	569171;5315930;5369484;11972315;21550798;124899983;124899984;124899985;124899986	COCONUT:(CNP0372575);Natural Products:(UNPD156823 UNPD8880);PubChem:(569171 5315930 5369484 11972315 21550798 124899983 124899984 124899985 124899986);SuperNatural:(SN00039716 SN00039718 SN00039717 SN00039719 SN00163860 SN00247664);ZINC bio:(ZINC67902861 ZINC67902864 ZINC67902867 ZINC67902869);additional;Training Set;PubMed	3727426	653.24304	235.3	471_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_514	514
162	1	1	1	2	0.34596270090629094	-113.18870125266638	0.9999999999999999	25.21302658951819	C24H49NO7	[M + H]+	FIFSBOWKHSUGDL	InChI=1S/C24H49NO7/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-19(27)18(25)17-31-24-23(30)22(29)21(28)20(16-26)32-24/h18-24,26-30H,2-17,25H2,1H3	D-Glucosyldihydrosphingosine	CCCCCCCCCCCCCCCC(C(COC1C(C(C(C(O1)CO)O)O)O)N)O	4.19999981	440147;3306290;10837823;56837455;86290079;101685163;117811292;126544958	COCONUT:(CNP0329280);PubChem:(440147 3306290 10837823 56837455 86290079 101685163 117811292 126544958);SuperNatural:(SN00213222);CHEBI:(83234 83235);KEGG:(C03858);PubMed	3146082	464.35846	556.28	616_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_723	723
163	1	1	2	2	0.3451240781270624	-28.762405010946882	0.9999999999999999	40.24904216786966	C40H75NO9	[M + H]+	IASCSWGEBWPMAV	InChI=1S/C40H75NO9/c1-3-5-7-9-11-13-15-17-19-20-22-24-26-28-33(43)32(31-49-40-38(47)37(46)36(45)35(30-42)50-40)41-39(48)34(44)29-27-25-23-21-18-16-14-12-10-8-6-4-2/h13,15,26,28,32-38,40,42-47H,3-12,14,16-25,27,29-31H2,1-2H3,(H,41,48)	null	CCCCCCCCCCCCCCC(C(=O)NC(COC1C(C(C(C(O1)CO)O)O)O)C(C=CCCCCCC=CCCCCCC)O)O	9.60000038	11115230	COCONUT:(CNP0201775);KNApSAcK:(36199);Natural Products:(UNPD115100);PubChem:(11115230)	2129938	714.55144	681.75	646_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_808	808
164	1	1	2	3	0.345108493097658	-297.09015489397257	0.8959798994974875	90.77395820809849	C39H60O6	[M + H]+	OWYJYCRRBATOHB	InChI=1S/C39H60O6/c1-6-7-8-10-16-38-18-14-29(42)37(5,32(45)24-40)28(38)13-17-35(3)33(38)27(41)21-25-26-22-34(2)15-11-9-12-30(43)39(26,20-19-34)31(44)23-36(25,35)4/h21,26,28-33,40,42-45H,6-8,10-11,13-20,22-24H2,1-5H3	null	CCCCCCC12CCC(C(C1CCC3(C2C(=O)C=C4C3(CC(C56C4CC(CCC#CC5O)(CC6)C)O)C)C)(C)C(CO)O)O	6.74934244	""	COCONUT:(CNP0407295)	2097152	625.44631	542.73	614_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_713	713
